,Composition,Formation Energy Per Atom,Corrected Energy
127375,Ho2Ir1Ni13Tb2,-0.4287,-110.1296
127376,Ce1Np1O4,-3.7786,-61.3444
127377,Ba2Fe2Mg4O24P6,-2.9022,-288.6936
127378,Ir2Re5Ru1,-0.2299,-91.0134
127379,Al2Hf2Pr4Pt4,-0.9172,-81.8196
127380,Er5Ho3Pd5Pt3Si8,-1.0882,-150.2178
127381,Al18Dy1Ir6Lu1Tm2,-0.8535,-162.4275
127382,In2Nd3Pd3Sn1,-0.8299,-46.8265
127383,B24Os1Re3Tb4Y4,-0.6278,-275.8717
127384,Bi9Mo3O24Pr1,-1.9639,-263.7426
127385,La3Li4Si8Tm1,-0.5549,-79.2002
127386,Br12V1Zr3,-1.7172,-81.8462
127387,Cr2F28Lu4Pd2,-3.1677,-215.3067
127388,B6Fe2Lu5,-0.5306,-86.5184
127389,B14Er3Re2Tm1Y2,-0.6377,-163.5421
127390,Br2Co2Pr4Si2,-1.1131,-58.5959
127391,Nb1O8Rh1Sr4,-2.8805,-104.1342
127392,Hg1Ir4O13Pb3,-1.3413,-139.2866
127393,B24Mo1Pa4Re3Tm4,-0.6935,-289.413
127394,Cd4Ir2Pd2Pr16,-0.4113,-118.0941
127395,Er5Lu3Si16Ta10Ti2,-0.749,-284.5392
127396,Ca6Cd4La10Ru4,-0.2945,-109.2509
127397,B8Fe2Rh2Ru2Sc4Tc4,-0.6554,-184.8444
127398,Lu1Nd8Pb6Tm1,-0.5323,-77.9347
127399,In2Lu1Sc11Tc3,-0.2553,-115.1039
127400,Ga4La3Pd4,-0.8539,-57.0323
127401,Co4Er12Sb8Tb4Y4,-0.7598,-184.9954
127402,F2Rh2Se2,-1.2497,-33.0414
127403,Dy3Mo4N8Np1,-1.2575,-156.9631
127404,Cu2Ru2Si4Th3,-0.7924,-79.4068
127405,Er4Ir18La2P12,-0.8879,-284.1594
127406,As4K2Pd2Rb2,-0.5185,-38.3629
127407,Li1Pd23Sc1Tb8,-0.8892,-193.8017
127408,Cl8Na6V1,-2.0078,-61.9247
127409,Dy1Nd1O12Rh2Te2,-2.1648,-128.7321
127410,In1Lu1O12Os2Yb4,-2.8252,-151.7662
127411,Er1Ho9Pb1Si5,-0.6487,-87.0277
127412,Co12Lu5Si6Y1,-0.6306,-162.0579
127413,Cr1Cu2Mn3S8,-0.8752,-90.6814
127414,Dy1F12Y3,-4.4387,-117.9628
127415,Hf3P4Sc1V4,-1.0812,-107.1668
127416,As6Ho2Ir7Li2,-0.6609,-114.0423
127417,P1Sc10Sn6,-0.8215,-106.7617
127418,Er3Ge2Rh12Si4Y3,-0.9874,-176.1202
127419,C3N1Nb16Ni8,-0.4095,-255.344
127420,Al13Au9Pr2Sr2,-0.6342,-107.5865
127421,Cr2Pt1Rh1Sb12,-0.3052,-87.1719
127422,Cu3Dy4Nd8Ni1Si8,-0.6193,-132.916
127423,Hf3N12Nb7,-1.4959,-233.5283
127424,B24Pa4Pu4Tc4,-0.6079,-318.7625
127425,Ir6La11Nd1Th2,-0.6085,-139.0926
127426,Co11Hf5Ni1Si16Zr3,-0.7813,-274.3312
127427,B16Cr1Er4Ir3,-0.6205,-176.2025
127428,Al18Co4Cu2Er4,-0.5078,-136.5403
127429,Au6In4Sb2,-0.1959,-41.259
127430,Al12Os1Rh6Sc6Ti4,-0.8063,-193.3191
127431,C6Cr22Ni1,-0.0948,-276.2564
127432,Os3Ru1Sc12Si12,-0.8552,-207.9958
127433,Co4Er8In1Rh1Tb4,-0.3424,-99.7911
127434,Dy4La1O14Sb2Tb1,-3.4386,-181.1759
127435,B24Lu3Nd4Os4Tm1,-0.6426,-265.4603
127436,Ir2O14Rh2Tl4,-1.2166,-137.8889
127437,B16Ho8Mg1Sc1Si4,-0.6841,-193.6877
127438,Al2Bi3Ho10Sb1,-0.6189,-79.0164
127439,Ge2Ho1I12La7,-1.5946,-101.5424
127440,Bi4Co4O24Te4,-1.5495,-231.0998
127441,Ba6Cl4Co4O10,-2.3253,-152.6288
127442,Ho1Lu3Pb16Tb16,-0.5368,-171.0235
127443,Er2Lu8Pb6Si2,-0.5459,-88.2564
127444,Ga2In3Rh1Tb1Y2,-0.6755,-45.3227
127445,Cs4Fe2Ge4O12,-2.0222,-142.8782
127446,Bi3Mg1O14Sb3Zn1,-1.9676,-139.476
127447,Ba2Fe1Mn5O24P6,-2.6976,-311.8587
127448,Er8Mg2Sb2Zn4,-0.5237,-61.4185
127449,Er8Ge4Si12Ta4Ti8,-0.7975,-259.4432
127450,Au1Co1Ho3In3Ir1,-0.6323,-46.9136
127451,Eu7Sb8Sn8Tm13,-0.949,-229.5035
127452,Ga10La4Pd1Rh5,-0.8099,-108.2249
127453,Gd6Ir20P13,-0.8121,-363.3911
127454,Hf2Ir1Ni8Zr1,-0.5482,-90.1199
127455,Er2La2Mo4O14,-2.9543,-196.6553
127456,Cl12Pu2Tl4,-1.8585,-93.6174
127457,Cu1Ge1Lu9Pb6Tm1,-0.4962,-85.0939
127458,B24Dy4Re4Tb3Th1,-0.6296,-272.4946
127459,K8Li4Lu3Sb8Tm1,-0.7688,-86.0419
127460,I2Nd3Os4Pr1,-0.618,-73.2229
127461,Er1O26Sb10Sm1,-2.1408,-260.5742
127462,La5Ru4Yb7,-0.2051,-75.8366
127463,Dy2In3Ir3U1,-0.6317,-60.9606
127464,F28Pr4Pt2Ru2,-3.0061,-211.554
127465,Cr2P12Rh16Sm6,-1.0397,-267.8358
127466,Au2Ho10In8Ru2,-0.5743,-105.568
127467,Hg2Nd1Pa3Pt4,-0.8355,-66.558
127468,As6O24Pu4Rb2,-2.4242,-293.0081
127469,Al12Mo2Os7Sc6Ti2,-0.6164,-216.8911
127470,Au2Fe2Lu4O14,-2.3951,-163.5363
127471,La1Mg2O12Ru2Sr3,-2.6687,-144.5042
127472,Cd4Er12Ir3Pd1Y4,-0.5258,-128.6854
127473,Ca11Pr8Sn16Tm1,-0.7363,-155.4456
127474,Fe2K1Os2Sb12,-0.2112,-93.6431
127475,Ni4Si1Th1,-0.6359,-39.7753
127476,Cd4Ir3Nd10Pd1Pr6,-0.4372,-122.2468
127477,Cd21Ge1Mg2Nd6,-0.3094,-65.0964
127478,Ca4Ge2I2Ir2,-1.0402,-48.1873
127479,Al18Er4Ni2Rh4,-0.7536,-147.8089
127480,Gd2Nd4Si4,-0.6447,-75.4133
127481,Bi1Co1Fe1Ho12Ni2Rh1,-0.3845,-100.3034
127482,As12Ca1Fe3Ni1,-0.3569,-95.1733
127483,In1La3Pd24Pr5,-0.8061,-192.3828
127484,Co10Ga2Ho6Tb4,-0.3085,-129.9575
127485,F12Ga2Li2Yb2,-3.5602,-99.9752
127486,Ir1Mg1Ni3Tm1,-0.4767,-35.115
127487,Fe2Ge2Ni2P2Th2,-0.8597,-71.9979
127488,B16Ce1Gd3Tc4,-0.6144,-211.2204
127489,Ba2Cd2Sn4Zn2,-0.4219,-28.4601
127490,Si16Ti18V1W1,-0.7757,-278.8927
127491,Ir3Mg3Pa1Y2,-0.6472,-59.5889
127492,Co16Ni1P12Re1Tb6,-0.9387,-258.5156
127493,Li4Sc8Si16Tb1Y7,-0.7379,-221.5632
127494,Lu8Se1Si15Ti12,-0.8527,-246.4875
127495,Co1Mn7S8,-0.8274,-117.5722
127496,Al6Au5Ni1Tm6,-0.7879,-85.6608
127497,Ni2Se2Si2Tb4,-1.3731,-61.6717
127498,Bi1Co4Rh1Y12,-0.3589,-123.7447
127499,Er1P3Pd20Si3Sm2,-0.7767,-172.6428
127500,Ag1Co4Mg1Tb16Tl2,-0.2251,-117.1427
127501,Lu10Rh3Ru1,-0.6054,-85.052
127502,I12Na4Th1Zr1,-1.4302,-65.302
127503,Cd1Cu1Pt5Ta1,-0.4947,-51.1924
127504,Bi8Co1Er12Fe3Ho8,-0.4961,-170.9849
127505,Pb3Pr2Rh3Th1,-0.6734,-56.267
127506,Dy4Ru2Tc2Tm8,-0.2492,-97.4906
127507,As6Er1Ga1Rh12Tb1,-0.6971,-143.1947
127508,Cs2Fe1Mo1S4,-1.1698,-47.0109
127509,B4Co5Lu1Yb1,-0.5076,-73.9034
127510,Ag2Hg3Pd1Pr3,-0.4927,-30.5329
127511,Eu2O24Se6Tb2,-1.9729,-236.6579
127512,Cd6Co1Tb20Tc1,-0.1975,-121.2245
127513,Nd2Ni6Ru6Si7,-0.6649,-151.8035
127514,O14Pr2Sm4W2,-3.392,-198.248
127515,Co16Er4Eu2Hf2P12,-0.9986,-273.4108
127516,Ca2Ho1Ru8Si24Sm3,-0.5972,-249.8442
127517,B24Ho4Os1Sm4Tc3,-0.6336,-262.627
127518,Ho4In8Pd4Tb2Y4,-0.6984,-111.5625
127519,Nd2Rh3Ta1,-0.6369,-47.3082
127520,Cl1Si12Tm20,-0.785,-182.3751
127521,Ni3Si2Tc3U4,-0.399,-109.227
127522,Ac8Si16Tb9Tm3,-0.6594,-198.6505
127523,Bi2O12Tb2Yb4,-3.0164,-142.9115
127524,Lu1O14Ru4Tm1Yb2,-2.4922,-173.2736
127525,Ge16Nb2Ta10Zr8,-0.579,-301.9762
127526,Au4Br24Nd1Tb3,-1.4471,-117.3608
127527,Ga12O48Ru1Sb7Yb12,-2.6772,-544.6669
127528,Co19Er3Ho2P4Si8,-0.7721,-250.7774
127529,Ho3Ir4Lu6Y1,-0.7178,-92.7428
127530,As12Be12La2Pr2,-0.5254,-134.9261
127531,Au3Er1Lu2Zn3,-0.6895,-33.416
127532,Al20Ir1Ru3Y2,-0.5368,-138.4635
127533,Al12Ir7Nb3Sc2Ti4Zr1,-0.8394,-214.2574
127534,Co9P12Ru10Tb5,-0.9102,-277.6168
127535,Ba4Co1Fe3Ir2N6,-0.5695,-117.0022
127536,Br2Pb6Sm6Tb4,-0.821,-87.1766
127537,Hf2Mo4Si4Tm2,-0.6445,-101.6837
127538,Lu1O16Os4Yb3,-2.3921,-190.6271
127539,Al11Ir7Sc5Tb6,-0.8583,-187.429
127540,Au16Hf3Ti1,-0.3751,-97.6512
127541,Co1Pb2Rh2Sn1Th3,-0.6454,-61.3215
127542,Hg2Pd10Y1Yb3,-0.7732,-75.8633
127543,C1Cs2I18Ti5Zr2,-1.2213,-129.2191
127544,Al24Dy3Ho1Pt9,-0.9101,-196.6075
127545,Ir2Nd8Pt2Rh4Zn8,-0.7072,-124.4719
127546,Dy2Lu7Sb4Si4Tm1,-0.9293,-100.2814
127547,Al8La4Rh1Ru7Th4,-0.6437,-167.0981
127548,Ca1F6Tc1,-3.1714,-49.2063
127549,Cs6P10Ru2Se20,-0.8007,-178.3978
127550,Ac2Au3In3Sm1,-0.696,-37.3017
127551,Li3Ni6P7Ru5,-0.6328,-137.9624
127552,Cd4Co4Dy9Pr7,-0.2142,-112.1918
127553,Lu1Tb2Tl9,-0.2218,-37.7062
127554,Dy1Ir3Lu5O18,-2.7795,-217.8379
127555,Al1Mo1N12Ta8,-1.2767,-237.5777
127556,Ge1Sc8Si15Ti12,-0.8255,-261.1273
127557,Ir4Nd2O14Sr2,-2.2537,-167.1211
127558,Fe2Lu12Sb1Tc1Tl1,-0.3057,-93.239
127559,Ba8Ni2O16Rh2,-2.2322,-183.3094
127560,Er1P12Pd2Ru17Y4,-0.8791,-295.0667
127561,Ac16Ge16Li4,-0.6506,-170.9631
127562,K1Se4U1Y1,-1.7697,-45.2399
127563,Ga3Pt3Tb2U1,-0.9704,-56.5909
127564,Br8Co3Ni1O24,-0.5492,-178.7238
127565,Co4Nd8Pd8Pr12,-0.4327,-179.2341
127566,Ir1Os3Tm10Y2,-0.3836,-106.349
127567,Bi1Er1Pb15Y19,-0.593,-208.3597
127568,B16Os3Pu4Tc1,-0.5126,-220.2857
127569,Ag8Cd3Li1Yb20,-0.3299,-68.6914
127570,Ac4Cr4O24Te4,-2.5638,-278.7175
127571,Ca2Cd2H24Ir4Rb4,-0.4506,-142.7794
127572,Bi2Cl30,-0.7777,-88.1214
127573,As12Er5Ni16Pd3,-0.6661,-210.7512
127574,Ag1Cl6Cs2Lu1,-2.2176,-42.4114
127575,Bi8Co1Ru3Tm20,-0.5931,-174.5486
127576,Pr1Se2Tb1,-2.0401,-24.5677
127577,Be2O2Ti6,-1.3149,-77.8965
127578,Er1Ho1Pb16Tb18,-0.5421,-171.487
127579,O24Pr7Ru4Sr1,-2.6659,-286.9786
127580,Cu3Dy6Eu1Rh1Si12Sm1,-0.7556,-145.5524
127581,H8P1V1,-0.1975,-43.6143
127582,Br12La4Nd7Pr1Pt4,-1.754,-150.94
127583,Ni4Sc16Te8,-0.9786,-176.9859
127584,As8Ho3Li4Rb8Y1,-0.7954,-92.0567
127585,Ir15Nd2Rh3Tb4,-0.6259,-197.765
127586,B3C1Nd2Ru4,-0.447,-80.3686
127587,As9Lu10Te1,-1.4617,-119.5191
127588,Bi3Pr2Th1,-0.8412,-33.6928
127589,Ho1In8Ir4Th9,-0.6069,-142.0263
127590,Ga2Hf10Sb1Sn5,-0.5089,-138.9644
127591,I4Li1O24Tb7,-2.4774,-248.3875
127592,Er4Rh7Sb3Sn3,-0.8618,-108.8878
127593,Cd1Hg3In4Sr4,-0.4584,-25.099
127594,Ca1Ir8Na5Si24,-0.4119,-225.1866
127595,As4Hf1Nb3Zr4,-0.8846,-103.7036
127596,In2Ir4La2Si2,-0.8309,-69.8891
127597,Al6Dy1Re2Tb1Th2,-0.4351,-76.6522
127598,Gd1Hf2Ni4P4Tm1,-1.1724,-97.3088
127599,Cd4Dy5Os1Pt3Y11,-0.5397,-140.2503
127600,C2Cl2Er3Ho1,-1.2659,-50.563
127601,Hf4Sn8Zr6,-0.5192,-132.5367
127602,Ga2Li1Mn1Pt2,-0.5798,-32.7478
127603,Li2P6Pd20Sn1,-0.5395,-159.5512
127604,Cd4Nd1Os1Pt3Tb15,-0.5239,-119.9879
127605,Co7Fe12Nb5P12,-0.6998,-292.0556
127606,Al4Au20Dy11Tb1,-0.8447,-166.179
127607,Pt6Se1Zn17Zr6,-0.6186,-131.1809
127608,Al18Cu2Pd2Re2Tb4,-0.5331,-144.3306
127609,Al19Ru8Si5Tm6,-0.7173,-226.5985
127610,Cu1Sn7Ta4Ti6,-0.2559,-131.5771
127611,Cd4Ho16Os3Pd1,-0.339,-124.0071
127612,Er1In5Li1Nd1,-0.4247,-28.4037
127613,Mo1Re1Ti2Zr2,-0.2211,-57.5032
127614,Dy6Er11Pb16Tb3,-0.524,-170.0537
127615,Fe15Ir1P12Ru3Tm5,-0.8497,-281.64
127616,Er2Sb6Sr6,-1.1292,-59.8547
127617,Bi4Cs2Pb8Rh6,-0.1694,-94.6255
127618,Bi6Cl2Nd4Pr6,-1.1393,-95.3035
127619,Cl4Pr8Ru10,-0.7821,-155.5907
127620,Ga2Sb2Yb8,-0.6471,-34.3969
127621,Lu4Os6Si10,-0.6634,-152.9682
127622,Ag3Dy1Ge2Tb2Zn1,-0.5704,-38.0127
127623,In2Pt3Rh1Se6,-0.6892,-60.3258
127624,Ho4Ir8Si20Y1Zr5,-0.9027,-281.0525
127625,B20Dy1Ni2Tb1Y2,-0.5108,-180.6037
127626,As1Dy1Sc4Si5Y5,-0.8088,-106.9959
127627,F12Ga2Hg2Li2,-2.6122,-80.4394
127628,F12Os2Zn1,-2.2052,-79.7296
127629,Cl1Lu1Pr19Si15,-0.725,-204.6879
127630,Ag2In3Pt1Tb3,-0.6377,-39.6331
127631,Os3Tc1Tm8Y4,-0.2513,-109.7359
127632,As1Be2Rb1Se1,-0.6809,-20.0189
127633,Co4Dy2Hg1I1Y2,-0.5047,-57.4548
127634,Co6Ni2Si8Tm12,-0.6913,-170.6787
127635,B4Ca1Ir1La1Rh4,-0.6857,-79.4979
127636,Nd7Pb16Y13,-0.6041,-198.5927
127637,Ca1Ni1Si2Tc1,-0.585,-31.9218
127638,Ho8In8Nd2Pd3Ru1,-0.6393,-107.0866
127639,Lu2Sb3Th1,-1.0736,-35.2844
127640,Co2Dy6Er2Ga6Sc8,-0.4451,-130.5042
127641,Mo1Nb1Ni4Te6,-0.5249,-69.2255
127642,Cu2Ga4Th2Zn2,-0.456,-42.2183
127643,Ce2F28Sb2Tc4,-2.9446,-221.094
127644,Ga12Pa4Ti1,-0.4101,-89.2632
127645,Be1P3Ta4V4,-0.7148,-112.3242
127646,O1Si6Ti5Zr5,-1.1195,-138.7477
127647,Ba6Cr2Dy2O12,-3.0746,-167.0508
127648,Ba6Mg2O18Te2Ti2,-2.9491,-214.3271
127649,Cl20Gd1Np3Rb8,-2.3624,-173.3517
127650,Co15Hf4Ni5P12,-0.8109,-269.5064
127651,B4Hf1Mo1Ru10Zr4,-0.6023,-186.5018
127652,As6Er4Ir6Rh1,-0.8628,-121.2883
127653,Co8Na1O16,-1.2094,-167.595
127654,Ca1Ho1Lu2N12Re4,-0.8705,-182.8566
127655,C3Fe14Sc1Si3Y1,-0.2914,-181.7454
127656,Ge2Ho1Mg3Pd1Tb2,-0.6791,-39.1897
127657,Cs2Mn1O12Te3,-1.6937,-110.2457
127658,Ba4O8Ru1Zn1,-2.4253,-91.7476
127659,Ho2O16Sb4Tl1Tm1,-2.5499,-172.8825
127660,Ag2O26P8W2,-2.3371,-292.3444
127661,As2Si1Ti6,-0.8132,-69.4352
127662,Sb5Ti10Zn1,-0.5497,-109.6552
127663,Dy2Ho1In3Rh1Zn2,-0.5702,-37.0666
127664,B2Ni8Pa1Tm1,-0.5057,-79.6592
127665,H20Mo3Na4V1,-0.1867,-119.992
127666,S8Zn4Zr24,-0.9152,-276.2231
127667,Ba4N8Re2Rh2,-0.6627,-124.5884
127668,Er3Ga7Pd2Zn2,-0.6299,-56.598
127669,Ni4Tb3Y9,-0.2394,-99.0524
127670,La2O4Se3Sm2,-3.1955,-84.7389
127671,Bi10Co2Er14Ho6,-0.6018,-163.8181
127672,Er7Ga12Lu1Pt4,-0.8954,-118.6048
127673,B4Ca2Cd2O10,-2.746,-131.4816
127674,Hg4Tm9,-0.3302,-45.7903
127675,Cu3Dy2Ga2Ni1Si2,-0.595,-50.1484
127676,Ba1Ga4O14Si2Sr3,-2.9853,-170.8688
127677,Bi1Co3Lu12Si1Zn1,-0.3951,-93.2625
127678,Ho1Ir3Pa1Sn3Yb1,-0.8284,-61.6362
127679,Ca3F18Ga3Na3,-3.431,-146.1132
127680,Ag8Sc6Se1Zn15,-0.3766,-94.345
127681,Lu2Pb10Th6,-0.3475,-96.906
127682,Au4La3Sb4Sm1,-1.0351,-61.5594
127683,S5Y6,-2.053,-82.0643
127684,Cr2Fe5Si1W4,-0.1347,-120.5298
127685,As6Ce1Rh7Sc3,-0.9829,-121.145
127686,I7Ir2Te11,-0.5277,-73.4755
127687,Cd4Ce2Dy7Ho7Ir4,-0.5262,-127.8656
127688,As4P8V16,-0.7637,-228.6685
127689,Co1Nd8Pt3Si12,-0.9294,-150.8763
127690,Nd2Rh18Tm3Y1,-0.5671,-175.5994
127691,As12Co12Dy4Ni8,-0.5591,-226.0041
127692,F1O11Tb6U1,-4.0315,-172.0358
127693,Al4Ir4Nd2Th2,-0.9116,-85.6391
127694,Co5Ho4Os1Si10,-0.7329,-134.0089
127695,Dy16In3Mg1Rh1Ru3,-0.4014,-128.385
127696,Ce2Cu1Ru2Sm2Zn7,-0.3955,-58.3059
127697,Bi2Er1Lu3Nd2Re1,-0.5086,-52.4688
127698,Dy2Ir11Rh7Y4,-0.624,-198.8274
127699,Ir6Lu1Tc6Zr11,-0.7019,-230.5844
127700,Al18Ho1Pa2Rh6Sm1,-0.7584,-161.172
127701,Dy4Ir2Ru1Tc5,-0.4214,-102.2387
127702,Ba6Er4Ir1O18W1,-3.1284,-234.4959
127703,Ca3P6Pd18Rh2,-0.6802,-166.1888
127704,Cd4La10Pr6Ru4,-0.2997,-126.0284
127705,Er3Ga4Lu2Th1,-0.5284,-47.555
127706,Co3Er20Rh9,-0.6373,-199.3529
127707,In6Tc2Tm20,-0.2862,-134.7627
127708,Dy2Hg4Pt4Y14,-0.6642,-141.1825
127709,B6Co2Mo5Ta1,-0.544,-127.9948
127710,In1S16Ta8Tm1,-1.4809,-206.776
127711,Mn1O2Tb2Te2,-2.493,-52.0639
127712,Ga6Ir2Ni2Sr2,-0.5361,-57.2184
127713,C1Dy1Er2Sn1,-0.6423,-30.1899
127714,B4Dy2Mg2Rh10Tm2,-0.7789,-137.3036
127715,Er1Li4Si8Sm3,-0.535,-78.3214
127716,As6Co9Lu2Si1V3,-0.6196,-146.6594
127717,N10Os1P1Sr10,-0.8466,-135.5264
127718,Li2P4Rb4Sc2,-0.7588,-51.1637
127719,Ca12Fe11In1O48Sb8,-2.3662,-579.8227
127720,Cd2Sb6Sn2Ti12,-0.4898,-140.1603
127721,Ag3Gd16Hg1Rh4,-0.4533,-274.6813
127722,Dy7Pb6Ru2Yb3,-0.5099,-86.8684
127723,Co16Er1P12Tc2Tm5,-0.9769,-261.5287
127724,Hg3Pb3Sm1Y1,-0.3538,-26.0646
127725,Au2Cs6Te4,-1.0412,-36.9875
127726,Au4Ca2Er2Pb2,-0.7446,-41.113
127727,Ag1Ga4Ho4In1,-0.5807,-41.8336
127728,Nb3Si16Ta9Th8,-0.6489,-306.4987
127729,Cr6Rb2Te6,-0.5654,-86.6553
127730,Mn1Se17Th8,-1.9725,-179.1877
127731,Ho1I12Nd6P1,-1.6333,-89.5584
127732,Cu1Nb12Si15Zr8,-0.7972,-303.7738
127733,Au1Cu2Nd8Pd1Si12,-0.79,-138.8617
127734,In2Ir4Sn4Sr1,-0.4005,-62.9903
127735,Al7Ce2Co2Sn1,-0.5181,-62.5283
127736,Ba6Na2O12Pa2,-3.252,-164.1082
127737,Dy1O18Ta5Tb1W1,-3.3629,-257.9866
127738,Cd2Pd16Tm6,-0.922,-133.7059
127739,La2Nb6S12,-1.74,-154.9163
127740,Al3Au4Cu9,-0.1861,-64.2029
127741,Dy1In6Y9Zn2,-0.447,-89.8805
127742,Be2Ga2Ge4Nb10,-0.4257,-140.7021
127743,Ag2In9Ir2Nd11,-0.5338,-113.3678
127744,Al18Co2Ir1Pr4Pt3,-0.7612,-149.1264
127745,B6Co20Ti2U1,-0.3365,-219.0837
127746,Li3Pd10Sn3,-0.5582,-78.4849
127747,Bi1Pd6Tm1,-0.6019,-44.2601
127748,Dy3Ru4Si6Y3,-0.8634,-116.684
127749,Dy5Eu3Sc12Sn16,-0.7431,-220.8038
127750,Bi18Hf12Th4,-0.3169,-229.937
127751,Ag4Ga8Ho1Y3,-0.5104,-67.7027
127752,Ru1Sc11Si16Tm8,-0.8142,-230.8556
127753,Bi1Nb6Sm1Sn5,-0.302,-93.1899
127754,Ir4O14Pb1Tl2Yb1,-1.5499,-148.699
127755,Ag1Au4O8Sm1,-1.1358,-76.1312
127756,Co16Mn4P12Pr4,-0.7894,-262.882
127757,Al2Ga4Os12Ta6,-0.3871,-234.7695
127758,Br12Hf1In4Pa1,-1.4808,-76.776
127759,Cl2Hg1O2Sr2,-2.415,-34.1804
127760,Er5Ho3Li7Sn8Zn1,-0.6343,-98.5072
127761,Er3Lu3Sn2Tc1,-0.4928,-50.081
127762,B16Ca2Lu1Re4Yb1,-0.4689,-177.9737
127763,B4Rh2Ru2Sr2,-0.4463,-67.8366
127764,P12Pr3Ru19Y2,-0.8373,-298.5897
127765,Ca1Rh7Sb6Tb1Y2,-0.8596,-110.5109
127766,Ho4La6Pd8Sn20,-0.7616,-198.5185
127767,B14Dy1Ho4Tb1W2,-0.596,-160.1106
127768,Au1Ce1Ti2Zn3,-0.3657,-31.337
127769,Bi2Dy3Lu3Mo1,-0.4374,-49.9452
127770,Bi3Sn3Tb4Y6,-0.7458,-92.9681
127771,B28Be2Ca1Li1,-0.1738,-203.9772
127772,Gd6O14W2,-3.4308,-255.123
127773,Al6Au6La1Pr1,-0.6647,-61.1395
127774,C2Er1Ge2Ho1Ru4,-0.448,-78.4274
127775,Be6Mo1Ni2Tc3,-0.3842,-80.5351
127776,Os1Ru7Tb3Y1,-0.3113,-100.2528
127777,Co6Ta6V1,-0.2783,-126.4979
127778,Ni18Si4Tb1Th1,-0.5031,-149.8652
127779,Br3Pb1S24,-0.5498,-123.2933
127780,Au4Br24Nd1Th3,-1.5274,-128.2679
127781,Ag6K2Te10Tm4,-1.0344,-91.3089
127782,Al12Os7Ti4Y6,-0.6203,-211.9091
127783,F20La4Pr2Rb2,-4.2697,-189.0485
127784,Dy2Er10Ni4,-0.2631,-82.2213
127785,As4Ce1Li2Pr1,-1.0129,-41.2716
127786,Er8Rh1Tb4Tc3,-0.2311,-97.2237
127787,Al2Cu2Ga1Hf3Ni1,-0.4963,-58.8358
127788,B2Ga2Ho1Ir6La1,-0.7751,-91.2651
127789,B16Co2Re1V1Y4,-0.6235,-183.4442
127790,Cs4F20Pt4,-2.1785,-127.0942
127791,Ca8Pd1Pt7Si6,-0.9801,-117.8361
127792,Ho18In6Li2Ni2,-0.3317,-123.6652
127793,Ca11Pr8Sn16Yb1,-0.7332,-152.3963
127794,B4Co10Nb2Ta1Zn3,-0.3472,-140.5853
127795,Al4Ir6Nd4Si6,-0.9649,-138.935
127796,I16Mn1Rh2Sc12,-1.2481,-162.9547
127797,Li4Pb2Pr2Si4Sm2,-0.6084,-64.2794
127798,Be1C1Cl36Cs2La2Zr12,-2.2495,-315.2216
127799,Co2Ho4Ir16P12Y2,-0.91,-284.6155
127800,Co16Er4Fe2P12Tm2,-0.9533,-257.1729
127801,Ba3Ga3O14Si2U1,-3.1224,-178.0698
127802,Dy3Ga18Ir6Tb1,-0.6742,-144.8676
127803,Bi5Dy4Ho6Sn1,-0.6841,-80.3266
127804,Ca2O12Pr2Rh4,-2.2861,-148.127
127805,Dy2I12Rh1Tb1Y4,-1.4863,-95.0918
127806,As6Se2U6,-0.9304,-115.7206
127807,Cr1H6Mn5,-0.1559,-77.6905
127808,As2H4La1Ni2Sr1,-0.7196,-48.2706
127809,Br6In1Na3O18,-0.815,-128.4249
127810,Fe4Ga1Ir7O24,-1.428,-268.9358
127811,Ag3Co4Er2Mg1Y14,-0.2122,-143.2907
127812,B6Ir4Ni8Yb1,-0.4018,-130.845
127813,Bi2Ho1Lu5Re1,-0.4783,-51.7166
127814,Pr8Sn16Tm6Y6,-0.7938,-196.6303
127815,Br12La3Na1Os1Pr3,-2.0125,-101.5945
127816,Al18Ce1Dy2Er3,-0.4384,-106.7925
127817,Ga1O24P6U3,-3.0357,-291.3478
127818,Cd4Dy4Nd6Pt4Tb4Y2,-0.5933,-120.721
127819,Ag1Cd3Dy3Ga1Pb1,-0.4393,-30.1157
127820,Br4F4Hg2Rb4,-2.0031,-46.7664
127821,Ir12Li6Ta4Zr2,-0.6144,-196.7876
127822,Co4Ir4N2Zr16,-0.7569,-236.9035
127823,Al18Dy3Rh5Tm1Zn1,-0.7455,-144.6727
127824,Al4Ce4Ir3Os1,-0.7929,-85.9719
127825,Hf8Lu2Pb10Tb2,-0.2189,-139.9094
127826,Pb2Pd4Tb2Yb2,-0.8184,-48.6772
127827,Ba8I1Sb5,-1.2652,-55.234
127828,Fe6Mn2Na6O16,-1.8365,-211.3425
127829,Be1Ir3Si12Tb8,-0.8503,-152.8401
127830,Er3Rb4Se16Zr5,-1.806,-166.8659
127831,Er7Ru4Tb4Tm1,-0.342,-97.5575
127832,Ba4Fe1O12Os2,-2.3265,-142.1792
127833,Er4Ir9Pr16Ru3,-0.5707,-220.3966
127834,Cd4Co2Ni2Sm1Y15,-0.2691,-137.6432
127835,B6V4W1,-0.7541,-97.6657
127836,Fe2I17Pr4Tb8,-1.3316,-140.3271
127837,Ga4Ir1Pd3Tb4,-0.8938,-65.7533
127838,N12Nb8Pu1Zr1,-1.753,-242.2288
127839,K2O18Si6W2,-2.908,-231.1764
